IMG,TROOP,STATION,DATE,"LOCATION","e_relation","e_cross_street",Town,county,VEHICLES STOPPED,FAULTY EQUIPMENT,W/O DRIVERS LICENSE,W/O REG CARD,TRAFFIC VIOLATION,WARNING NOTICES,verbal warnings,CITATIONS,CITATIONS/SECTION,1115,1301,1301a,1311,1332,1334,1336,1371,1372,1501,1501,1502,1504a,1505,1510,1511,1511a,1515,"1543",1543A,1543b,1571,1572,1574,1575,1781,1786,3102,3111,3112,3309,3310,3311,3314,3321,3322,3323,3332,3334,3352,3361,3362,3525,3709,3714,3715,3718,3736,3746,3802,3809,4107,4301,4303,4307,4523,4524,4525,4533,4536,4581,4581A,4582,4701,4702,4703,4703A,4706,4729,4730,4882,4903,4905,4925,4942,6308,6502,7101,7711,8306,NOTES
3226,D,Butler 1410,3/26/2010,"Herman Road near Opair Lane, Summit Twp, Butler Co.",,,,,78,0,2,0,0,5,,4,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Reason for changing location: public complaints
,D,Butler 1410,3/29/2010,"Herman Road just west of Opair Lane, Summit Township, Butler County",,,,,67,0,0,0,0,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3228,D,Butler 1410,4/25/2010,"Harmony Road 500 feet south of Kiester Road, Slippery Rock Borough",,,,,53,0,0,0,0,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arrested one operator for possession of 120 grams of Marijuana
3229,D,Butler 1410,5/29/2010,"SR 488 just east of Kern Road, Muddy Creek Township",,,,,84,0,1,0,0,24,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,D,Butler 1410,5/22/2010,"CANCELLED - Herman Road near Opair Lane, Summit Twp, Butler Co.",,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,D,Butler 1410,6/23/2010,"SR 488 just east of Kern Road, Muddy Creek Township",,,,,48,0,0,1,0,8,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,D,Butler 1410,6/28/2010,"CANCELLED - Herman Road near Opair Lane, Summit Twp, Butler Co.",,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Butler 1410,7/16/2010,"SR 19 1/2 mile south of SR 422, Muddy Creek Twp, Butler County",,,,,126,0,2,0,0,23,,6,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,D,Butler 1410,8/3/2010,sunset center twp,,,,,54,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Butler 1410,8/4/2010,sunset center twp,,,,,68,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3273,D,Butler 1410,9/24/2010,intersection of Branchton Road and Harmony Road,,,,,101,0,5,3,0,10,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,D,Butler 1410,9/30/2010,N/A,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Butler 1410,10/9/2010,N/A,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,D,Butler 1410,10/13/2010,"Harmony road just south of Kiester Road, Slippery Rock Twp",,,,,84,0,0,0,0,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Butler 1410,11/10/2010,"Herman Road near Opair Lane, Summit Twp, Butler Co.",,,,,82,0,2,0,4,5,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,D,Butler 1410,12/29/2010,N/A,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3255,D,Butler 1410,2/9/2011,"CANCELLED - Herman Road, Summit Twp",,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3255,D,Butler 1410,2/8/2011,"CANCELLED - Sunset Drive, Center Township, Butler County",,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Butler 1410,6/10/2011,"Sunset Drive, Center Township, Butler County",,,,,32,0,1,0,0,7,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Butler 1410,6/29/2011,"Herman Road near Opair Lane, Summit Twp, Butler Co.",,,,,63,0,1,0,0,7,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,D,Butler 1410,7/30/2011,n/a,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Butler 1410,8/29/2011,"Herman Road near Opair Lane, Summit Twp, Butler Co.",,,,,76,0,1,0,1,5,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Butler 1410,2/29/2012,CANCELLED - SR2002 (Herman Road) approx 100 yds east of Butler City Line,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Butler 1410,3/14/2012,"SR 2002 (Herman Rd) approx 1/4 mile east of Butler City, Summit Twp",,,,,32,0,3,0,0,4,,3,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Butler 1410,4/25/2012,"SR 2002 (Herman Rd) approx 1/4 mile east of Butler City, Summit Twp",,,,,12,0,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Butler 1410,5/26/2012,"Benbrook Road, Center Twp, Butler County",,,,,41,0,0,0,6,40,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Butler 1410,6/30/2012,n/a,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3248,D,Butler 1410,7/25/2012,"SR 2002 (Herman Rd) approx 1/4 mile east of Butler City, Summit Twp",,,,,42,0,0,0,1,3,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLASSIC DATA MISMATCH - CITATION FOR NO ID BUT 0 IN DRIVERS LICENSE CATEGORY - HOW TO HANDLE?
,D,Butler 1410,8/30/2012,"SR 2002 (Herman Rd) approx 1/4 mile east of Butler City, Summit Twp",,,,,17,0,0,0,0,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Butler 1410,9/26/2012,"CANCELLED - SR 2002 (Herman Rd) approx 1/4 mile east of Butler City, Summit Twp",,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,D,Butler 1410,10/17/2012,"SR 2002 (Herman Rd) approx 1/4 mile east of Butler City, Summit Twp",,,,,48,0,1,0,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One subjecte was determinedto be intoxicated and arrested. BAC was  13%
,D,Kittanning 1420,2/11/2010,n/a,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kittanning 1420,2/12/2010,n/a,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,D,Kittanning 1420,3/13/2010,"SR28 NB Exit 13 Creighton Exit, East Deer Twp. Allegheny Co",,,,,99,0,5,3,5,6,,5,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,"One CSDDCA arrest was made, and $1,000 USC seized. Area chosen due to high volume of traffic offenses"
3257,D,Kittanning 1420,4/1/2010,"Tawney Run Road, Frazer Twp, Allegheny County",,,,,80,2,1,1,0,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Area selected due to high volume of crashes and traffic violations
3258,D,Kittanning 1420,4/29/2010,"SR 128 at Northpointe Road, South Buffalo Twp",,,,,56,2,4,6,0,9,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,selected for number of citations for driving without a license and other violations according to our records. A drug arrest was also made for possession of a controlled substance and possession of drug paraphanalia.
,D,Kittanning 1420,5/6/2010,Weibel Road at Parkview Road in East Franklin Twp Armstrong Co.,,,,,143,1,4,3,0,17,,2,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3260,D,Kittanning 1420,5/20/2010,Along Garetts Run Road 1.4 mi easy of Sr66,,,,,133,1,4,3,0,8,,6,,,2,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,D,Kittanning 1420,6/24/2010,"old sr 66 Manor Twp, Armstrong Co ",,,,,40,4,2,2,10,6,,7,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,D,Kittanning 1420,6/10/2010,"Butler Road, West Franklin Twp, Armstrong Co (at the American Legion)",,,,,84,0,2,1,0,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kittanning 1420,6/26/2010,n/a,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kittanning 1420,6/23/2010,"old sr 66 Manor Twp, Armstrong Co",,,,,55,3,4,3,6,11,,7,,,2,,,,,,,,2,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kittanning 1420,7/11/2010,Weibel Road at Parkview Road in East Franklin Twp Armstrong Co.,,,,,27,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kittanning 1420,7/26/2010,Weibel Road at Parkview Road in East Franklin Twp Armstrong Co.,,,,,63,1,4,0,0,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kittanning 1420,8/18/2010,"SR 68 Bradys Bend Twp, Armstrong County",,,,,45,4,1,1,1,4,,5,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,D,Kittanning 1420,8/28/2010,"River Road (sR 1033) at Buttermilk Falls, Rayburn Twp, Armstrong County",,,,,32,2,2,1,0,4,,2,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kittanning 1420,9/3/2010,"Main Street at State St in Dayton Boro, Armstrong County",,,,,78,1,2,3,0,10,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3272,D,Kittanning 1420,9/6/2010,"Along SR128 at the Cadogan Flats in North Buffalo Twp, Armstrong County",,,,,64,0,6,3,0,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3275,D,Kittanning 1420,10/23/2010,"Main Street, Snyderville, Wayne Twp, Armstrong County",,,,,18,0,1,1,0,0,,0,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3275,D,Kittanning 1420,10/23/2010,"SR 1018 at SR 1025, Belnap, Wayne Twp, Armstrong County",,,,,14,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3275,D,Kittanning 1420,10/23/2010,"SR 839 at SR 1021, McWilliams Redbank Twp, Armstrong Count",,,,,22,0,2,2,2,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3275,D,Kittanning 1420,10/23/2010,"SR 1013 at SR 1015, Oak Ridge, Redbank Twp., Armstrong County",,,,,19,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3276,D,Kittanning 1420,11/15/2010,"Old Route 66 North of Garretts Run Rd., Manor Township, Armstrong Co",,,,,84,1,3,2,1,13,,7,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,
,D,Kittanning 1420,11/23/2010,"Wible Road, at Parview Drive, East Franklin Twp",,,,,122,1,5,4,2,3,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3279,D,Kittanning 1420,2/16/2011,"SR128 South Buffalo Township, Armstrong Co",,,,,30,4,1,0,5,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,The above location chosen do to high crime area?Trooper Thomas Snyder made a CSDDCA arrest refer to D02-1434406
,D,Kittanning 1420,2/22/2011,CANCELLED - Old SR 66 Manor Township Armstrong Co,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,D,Kittanning 1420,3/15/2011,"Wible Road, East Franklin Township, Armstrong County",,,,,33,2,0,1,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,D,Kittanning 1420,3/15/2011,"bear street just north of worthington, west Franklin Township, Armstrong Co",,,,,15,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3283,D,Kittanning 1420,8/6/2011,"Tartown Road, East Franklin Twp, Armstrong County",,,,,60,5,2,2,2,7,,6,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,
,D,Kittanning 1420,8/19/2011,"CANCELLED - SR 66 at Garretts Run Road, Manor Township, Armstrong Co",,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kittanning 1420,12/6/2011,"CANCELLED - SR 1066 (old 66), manor Twp, Armstong County",,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kittanning 1420,12/26/2011,n/a,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3288,D,Kittanning 1420,2/3/2012,"SR908, in the area of the BP gas station, Harrison Twp, Allegheny Co",,,,,330,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A systematic checkpoint was conducted in an attempt to obtin information pertaining to the H&R investigation in which Sgt. K. MARKILINSKI was struck by an unknown vehicle and operator on 2/2/12. 
3289,D,Kittanning 1420,3/17/2012,"Wible Road, East Franklin Township, Armstrong County",,,,,46,0,2,6,1,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3289,D,Kittanning 1420,3/17/2012,"Butler Road, East Franklin Township",,,,,28,0,2,1,0,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kittanning 1420,4/24/2012,"CANCELLED - SR 2066 (old state Route 66), Manor Township, Armstrong County",,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3292,D,Kittanning 1420,4/27/2012,"Tawney Run Road, Frazer Twp, Allegheny County",,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293,D,Kittanning 1420,5/22/2012,"Old Route 66 North of Graff Bridge, Manor Township, Armstrong County",,,,,86,9,4,0,4,9,,4,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6 warnings for not wearing seatbelts, site selected based on knowledge of host agency and knowledge of the frequency of violations"
3294,D,Kittanning 1420,5/20/2012,"Wible Road, East Franklin Township, Armstrong County",,,,,119,0,0,0,15,11,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
3295,D,Kittanning 1420,6/24/2012,"Yellow Dog Road, West Franklin Township",,,,,20,1,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There was one warning issued for bald tires. Site selection was made by Lt. Thomas DUBOVI based on recent criminal activity in the area. 
3296,D,Kittanning 1420,7/24/2012,"Wiebel Road, East Franklin Township",,,,,72,1,5,0,3,4,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,"site selection was based on violations drivers' license, registration, insurance"
3296,D,Kittanning 1420,7/24/2012,"Pine Hill Road, West Kittanning Borough",,,,,21,0,3,0,2,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3297,D,Kittanning 1420,8/21/2012,"SR 1066 (Old 66), Manor Twp, Armstrong County",,,,,65,5,4,8,0,17,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUI drug arrest incident #D02-1499980
3298,D,Kittanning 1420,8/22/2012,"Montgomery Road, East Franklin Township",,,,,27,2,2,0,5,2,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,selected based on violation?vehicle code?in concurrence of East Franklin Township Police Dept?DUI arrest by Trooper Hall?possession of drugs?D02-1500176?total of 2 vehicles were towed by Morris Brothers Towing
3299,D,Kittanning 1420,9/1/2012,SR 210 at Fisher Farm Road,,,,,103,2,4,0,2,8,,2,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,D,Mercer 1430,6/16/2010,SR 62 in Jackson Twp Mercer County,,,,,20,0,0,0,0,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3301,D,Mercer 1430,6/19/2010,"Mercer Pulaski Road at Stonepile Road, East Lackawannock Twp, Mercer Co",,,,,23,0,0,1,3,4,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,one warning for seatbelt use
3302,D,Mercer 1430,7/13/2010,"springfield church road, jackson twp",,,,,45,0,0,0,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303,D,Mercer 1430,7/29/2010,"SR 62 in Sandy Lake Twp, Mercer County",,,,,24,0,1,0,1,2,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Trooper ISTIK is also filing charges for false reports on an operator who had an expired license and gave false information
3304,D,Mercer 1430,8/20/2010,"Scrubgrass Road at Hartwick Road, Findley Twp, Mercer County",,,,,24,0,0,1,4,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,one seatbelt warning
3305,D,Mercer 1430,8/29/2010,"Strausser Road, Lake Twp, Mercer Co",,,,,4,0,1,0,3,4,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,one seatbelt warning
3306,D,Mercer 1430,9/21/2010,"SR 62 Jackson Center Boro, Mercer County",,,,,125,3,2,2,0,7,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
3307,D,Mercer 1430,9/30/2010,"Leesburg Station Road, Wilmington Twp, Mercer County",,,,,25,1,0,1,11,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 warnings for seatbelt use
3308,D,Mercer 1430,10/29/2010,"North Foster Road, Jackson Twp, Mercer County",,,,,14,0,1,0,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1 warning for seatbelt use
3309,D,Mercer 1430,10/31/2010,"south cottage road, jackson Twp, Mercer County",,,,,11,0,0,0,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3310,D,Mercer 1430,11/19/2010,"Fairview Road, Fairview Twp, Mercer Co",,,,,17,1,0,3,3,7,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,one seatbelt warning
3312,D,Mercer 1430,11/30/2010,"north cottage road, Jackson Twp, Mercer Co",,,,,28,0,0,0,2,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two seatbelt warnings issued
3313,D,Mercer 1430,5/23/2011,SR 62 1 Mile North of St 173 Sandy Lake Township Mercer County,,,,,73,1,0,0,1,9,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,
